PROBEID	SYMBOL	logFC	P.Value	adj.P.Val
1554601_at	NKAIN2	-0.841651723	6.90E-14	8.01E-13
208296_x_at	TNFAIP8	1.624676367	6.95E-14	8.06E-13
212825_at	PAXIP1	1.112113017	7.01E-14	8.13E-13
215911_x_at	ATP2B3	-0.398298668	7.01E-14	8.13E-13
212872_s_at	MED20	0.685405003	7.06E-14	8.19E-13
216449_x_at	HSP90B1	0.876248398	7.06E-14	8.19E-13
222880_at	AKT3	-1.041380261	7.12E-14	8.25E-13
209226_s_at	TNPO1	1.242153653	7.14E-14	8.28E-13
1552334_at	TRIOBP	0.741256489	7.15E-14	8.28E-13
221829_s_at	TNPO1	1.194423891	7.17E-14	8.31E-13
217039_x_at	ELK2AP	-0.440541521	7.22E-14	8.36E-13
224846_at	SHKBP1	0.465571637	7.23E-14	8.37E-13
238441_at	PRKAA2	-1.463502476	7.25E-14	8.39E-13
226872_at	RFX2	0.957555553	7.26E-14	8.41E-13
209249_s_at	GHITM	-1.029768399	7.30E-14	8.44E-13
227618_at	NHSL2	-1.123359356	7.30E-14	8.44E-13
203842_s_at	MAPRE3	-0.599993438	7.30E-14	8.44E-13
202892_at	CDC23	0.718971251	7.31E-14	8.46E-13
218089_at	AAR2	0.552512655	7.32E-14	8.46E-13
235013_at	SLC31A1	0.629737944	7.34E-14	8.49E-13
241484_x_at	FRG1CP	-1.133068155	7.37E-14	8.52E-13
225508_at	RELCH	-0.776639965	7.37E-14	8.52E-13
211429_s_at	SERPINA1	2.02640524	7.42E-14	8.57E-13
229334_at	RUFY3	0.815318641	7.45E-14	8.60E-13
228605_at	UBXN2A	0.66187387	7.45E-14	8.60E-13
211792_s_at	CDKN2C	1.094098575	7.47E-14	8.62E-13
226227_x_at	ZFAS1	0.772529585	7.48E-14	8.63E-13
212613_at	BTN3A2	1.283102204	7.57E-14	8.73E-13
210079_x_at	KCNAB1	-0.495657954	7.58E-14	8.74E-13
221210_s_at	NPL	1.744252682	7.59E-14	8.76E-13
38290_at	RGS14	-0.44713913	7.60E-14	8.76E-13
214791_at	SP140L	1.211668886	7.62E-14	8.79E-13
230900_at	CCDC110	-0.418921879	7.63E-14	8.80E-13
227219_x_at	MAP1LC3A	-0.845911805	7.66E-14	8.82E-13
201303_at	EIF4A3	0.644344543	7.66E-14	8.82E-13
212909_at	LYPD1	1.671483865	7.68E-14	8.85E-13
226780_s_at	FMC1	0.979509994	7.69E-14	8.86E-13
229809_at	POU6F1	-1.017112852	7.69E-14	8.86E-13
1554586_a_at	RHOBTB2	-0.550788406	7.72E-14	8.89E-13
204407_at	TTF2	1.177776824	7.76E-14	8.93E-13
224669_at	SYS1	0.649719621	7.78E-14	8.95E-13
228857_at	GNL1	-1.073242804	7.81E-14	8.98E-13
1554021_a_at	ZNF12	0.866992366	7.81E-14	8.98E-13
204026_s_at	ZWINT	1.645027821	7.82E-14	8.99E-13
223528_s_at	METTL17	0.795716624	7.84E-14	9.01E-13
217997_at	PHLDA1	2.085936041	7.84E-14	9.01E-13
203422_at	POLD1	0.59393821	7.90E-14	9.08E-13
1556097_at	HOMER2	-0.93538163	7.93E-14	9.11E-13
1553978_at	BORCS8	0.893526303	7.98E-14	9.17E-13
201074_at	SMARCC1	0.905624239	8.01E-14	9.20E-13
200840_at	KARS1	0.793972176	8.06E-14	9.26E-13
213547_at	CAND2	-0.691199288	8.07E-14	9.27E-13
218782_s_at	ATAD2	1.242430145	8.12E-14	9.32E-13
200764_s_at	CTNNA1	0.875042232	8.20E-14	9.41E-13
237131_at	RIIAD1	-0.55917332	8.21E-14	9.42E-13
203604_at	ZNF516	0.851400771	8.23E-14	9.44E-13
203028_s_at	CYBA	1.372861097	8.24E-14	9.45E-13
233898_s_at	FGFR1OP2	-0.875515845	8.34E-14	9.56E-13
212809_at	NFATC2IP	0.493634241	8.38E-14	9.61E-13
204859_s_at	APAF1	0.878951266	8.50E-14	9.74E-13
219607_s_at	MS4A4A	3.146237112	8.52E-14	9.76E-13
201098_at	COPB2	0.781859201	8.57E-14	9.81E-13
232931_at	SNRNP200	0.745585114	8.57E-14	9.82E-13
1553015_a_at	RECQL4	0.464790226	8.57E-14	9.82E-13
217795_s_at	TMEM43	0.665415561	8.58E-14	9.82E-13
204258_at	CHD1	0.992304025	8.59E-14	9.83E-13
203034_s_at	RPL27A	0.49461493	8.59E-14	9.83E-13
1564511_a_at	FSTL4	-0.406833664	8.64E-14	9.88E-13
1565937_a_at	LMO3	-0.332147154	8.64E-14	9.89E-13
203395_s_at	HES1	1.242437229	8.66E-14	9.91E-13
200990_at	TRIM28	0.787776058	8.75E-14	1.00E-12
1553117_a_at	STK38	0.822748372	8.83E-14	1.01E-12
238974_at	C2orf69	-0.756010196	8.84E-14	1.01E-12
238417_at	PGM2L1	-1.412248301	8.90E-14	1.02E-12
223530_at	TDRKH	-0.693582517	8.91E-14	1.02E-12
217457_s_at	RAP1GDS1	-0.868452592	8.93E-14	1.02E-12
214830_at	SLC38A6	1.200555028	8.94E-14	1.02E-12
223403_s_at	POLR1B	1.234416419	8.95E-14	1.02E-12
215471_s_at	MAP7	-1.351914794	8.97E-14	1.02E-12
225679_at	NAA30	-1.06228969	8.97E-14	1.02E-12
238905_at	RHOJ	0.908903397	9.01E-14	1.03E-12
236098_at	ERLN	-0.462121115	9.01E-14	1.03E-12
218297_at	MINDY3	-0.865178741	9.04E-14	1.03E-12
205093_at	PLEKHA6	-0.566396362	9.10E-14	1.04E-12
230165_at	SGO2	1.394777801	9.10E-14	1.04E-12
231348_s_at	LMO3	-0.97256832	9.11E-14	1.04E-12
205932_s_at	MSX1	1.211839541	9.13E-14	1.04E-12
223315_at	NTN4	-1.227386425	9.14E-14	1.04E-12
206271_at	TLR3	1.08712002	9.17E-14	1.04E-12
208966_x_at	IFI16	1.811890762	9.36E-14	1.07E-12
208747_s_at	C1S	1.969834175	9.46E-14	1.08E-12
230458_at	SLC45A1	-0.610320366	9.55E-14	1.09E-12
203637_s_at	MID1	1.224077986	9.55E-14	1.09E-12
213326_at	VAMP1	-1.456139412	9.56E-14	1.09E-12
200716_x_at	RPL13A	0.551663603	9.58E-14	1.09E-12
202020_s_at	LANCL1	-1.284036326	9.59E-14	1.09E-12
226233_at	B3GALNT2	0.821080704	9.62E-14	1.09E-12
233720_at	SORBS2	-0.548721699	9.62E-14	1.09E-12
202231_at	EIF3M	0.680967184	9.62E-14	1.09E-12
220740_s_at	SLC12A6	-0.52220617	9.69E-14	1.10E-12
225408_at	MBP	-0.390915387	9.72E-14	1.10E-12
220206_at	ZMYM1	0.788029839	9.80E-14	1.11E-12
215617_at	SPATS2L	1.016915355	9.83E-14	1.12E-12
222845_x_at	TMBIM4	0.921009865	9.89E-14	1.12E-12
213970_at	RABL3	-0.534574291	9.89E-14	1.12E-12
219249_s_at	FKBP10	1.201990071	9.91E-14	1.12E-12
209584_x_at	APOBEC3C	0.577887994	9.92E-14	1.12E-12
221656_s_at	ARHGEF10L	0.626432653	9.97E-14	1.13E-12
225451_at	GRIPAP1	-0.523761068	1.00E-13	1.13E-12
202950_at	CRYZ	1.15148044	1.00E-13	1.13E-12
236468_at	TMEM132B	-1.800814553	1.01E-13	1.14E-12
210555_s_at	NFATC3	1.018075502	1.01E-13	1.14E-12
202417_at	KEAP1	0.569621758	1.01E-13	1.14E-12
222557_at	STMN3	-1.046124769	1.01E-13	1.14E-12
210108_at	CACNA1D	-1.325047662	1.01E-13	1.15E-12
200887_s_at	STAT1	0.977078694	1.01E-13	1.15E-12
200809_x_at	RPL12	0.79584328	1.02E-13	1.16E-12
218194_at	REXO2	1.04802975	1.03E-13	1.16E-12
235201_at	FOXP2	-1.09832527	1.03E-13	1.16E-12
226587_at	PWAR6	-1.474386752	1.04E-13	1.17E-12
224899_s_at	MAGT1	1.224891787	1.04E-13	1.17E-12
211871_x_at	GNB5	-0.823272264	1.04E-13	1.18E-12
205872_x_at	PDE4DIP	-1.458884035	1.04E-13	1.18E-12
203870_at	USP46	-1.503957941	1.05E-13	1.18E-12
228093_at	ZNF599	0.617629339	1.06E-13	1.19E-12
1555834_at	UCHL1	-0.608409016	1.06E-13	1.20E-12
217863_at	PIAS1	-0.761362974	1.07E-13	1.21E-12
214969_at	MAP3K9	-0.459425663	1.07E-13	1.21E-12
242269_at	PRDM16-DT	-0.756189622	1.08E-13	1.22E-12
219521_at	B3GAT1	-1.113357249	1.08E-13	1.22E-12
1558290_a_at	PVT1	0.806622616	1.08E-13	1.22E-12
206128_at	ADRA2C	-0.528707626	1.09E-13	1.23E-12
209017_s_at	LONP1	0.708070139	1.09E-13	1.23E-12
218983_at	C1RL	1.824306891	1.09E-13	1.23E-12
212987_at	FBXO9	-0.678043607	1.10E-13	1.23E-12
226572_at	SOCS7	-0.819144345	1.10E-13	1.24E-12
208829_at	TAPBP	0.763584692	1.10E-13	1.24E-12
204214_s_at	RAB32	0.702206872	1.11E-13	1.25E-12
208998_at	UCP2	1.469676094	1.11E-13	1.25E-12
233813_at	PPP1R16B	-0.490031287	1.11E-13	1.25E-12
227999_at	PWWP2B	-0.65546721	1.11E-13	1.25E-12
210817_s_at	CALCOCO2	0.703057629	1.11E-13	1.25E-12
205012_s_at	HAGH	-0.639604761	1.11E-13	1.25E-12
235268_at	TADA2A	-0.687673006	1.13E-13	1.27E-12
200971_s_at	SERP1	0.827609738	1.13E-13	1.27E-12
207232_s_at	DZIP3	-0.916468386	1.14E-13	1.28E-12
201792_at	AEBP1	2.120543717	1.15E-13	1.29E-12
208961_s_at	KLF6	1.096290939	1.15E-13	1.29E-12
225856_at	CLOCK	-0.518997105	1.15E-13	1.29E-12
233049_x_at	STUB1	-0.565335401	1.15E-13	1.30E-12
219029_at	TMEM267	0.798371328	1.16E-13	1.31E-12
226502_at	ELMOD2	0.507060693	1.17E-13	1.32E-12
201556_s_at	VAMP2	-1.716101153	1.18E-13	1.33E-12
200959_at	FUS	0.616558727	1.19E-13	1.34E-12
201971_s_at	ATP6V1A	-1.569114735	1.20E-13	1.35E-12
235571_at	MIR34AHG	1.206565111	1.20E-13	1.35E-12
230706_s_at	CAMK2N2	-1.078717041	1.21E-13	1.36E-12
236812_at	STMN4	-0.509506814	1.21E-13	1.36E-12
208675_s_at	DDOST	0.936514765	1.22E-13	1.37E-12
226060_at	RFT1	0.644949876	1.22E-13	1.37E-12
218974_at	SOBP	-1.018664053	1.22E-13	1.37E-12
225506_at	RELCH	-0.627194096	1.22E-13	1.37E-12
208581_x_at	MT1X	1.199214371	1.22E-13	1.37E-12
219539_at	GEMIN6	0.577918041	1.23E-13	1.37E-12
213960_at	NTRK3	-1.496802577	1.23E-13	1.38E-12
210357_s_at	SMOX	0.906879083	1.23E-13	1.38E-12
211958_at	IGFBP5	1.973650927	1.23E-13	1.38E-12
225332_at	OIP5-AS1	-1.220509659	1.24E-13	1.39E-12
208405_s_at	CD164	0.875778535	1.24E-13	1.39E-12
211651_s_at	LAMB1	2.052568016	1.24E-13	1.39E-12
202478_at	TRIB2	1.372528128	1.25E-13	1.39E-12
226237_at	COL8A1	3.094662108	1.26E-13	1.40E-12
221185_s_at	DRC9	1.168410116	1.26E-13	1.40E-12
208398_s_at	TBPL1	-0.900186589	1.27E-13	1.42E-12
202297_s_at	RER1	0.82726194	1.27E-13	1.42E-12
200609_s_at	WDR1	0.684942981	1.27E-13	1.42E-12
213537_at	HLA-DPA1	1.722459407	1.29E-13	1.44E-12
203981_s_at	ABCD4	0.67995526	1.29E-13	1.44E-12
224670_at	SYS1	0.641747474	1.30E-13	1.45E-12
242220_at	SPTBN1	-0.368902998	1.30E-13	1.45E-12
208368_s_at	BRCA2	0.493324467	1.30E-13	1.45E-12
219463_at	LAMP5	-1.756487926	1.30E-13	1.45E-12
206284_x_at	CLTB	-0.760363003	1.30E-13	1.45E-12
226684_at	ATG2B	-0.931763107	1.31E-13	1.46E-12
227779_at	ECSCR	0.885938122	1.31E-13	1.46E-12
228850_s_at	SLIT2	-1.374775036	1.32E-13	1.47E-12
215172_at	PTPN20	-1.049358764	1.32E-13	1.47E-12
1553405_a_at	CSMD1	-0.5258644	1.33E-13	1.48E-12
207595_s_at	BMP1	0.867696511	1.34E-13	1.49E-12
213638_at	PHACTR1	-1.142135057	1.35E-13	1.50E-12
200846_s_at	PPP1CA	0.610446711	1.35E-13	1.50E-12
209699_x_at	AKR1C2	-0.867559864	1.35E-13	1.50E-12
206503_x_at	PML	0.456672477	1.37E-13	1.52E-12
206081_at	SLC24A1	0.755861071	1.37E-13	1.52E-12
217527_s_at	NFATC2IP	0.762832433	1.37E-13	1.52E-12
232488_at	PHYKPL	0.549373879	1.37E-13	1.53E-12
214859_at	FSTL4	-0.371132023	1.38E-13	1.53E-12
213951_s_at	PSMC3IP	1.038256705	1.38E-13	1.54E-12
229288_at	EPHA7	-1.29343647	1.39E-13	1.55E-12
36566_at	CTNS	0.70603359	1.39E-13	1.55E-12
209054_s_at	NSD2	0.781550709	1.40E-13	1.56E-12
209884_s_at	SLC4A7	0.816079477	1.40E-13	1.56E-12
211685_s_at	NCALD	-1.486651558	1.40E-13	1.56E-12
210022_at	PCGF1	0.475844766	1.40E-13	1.56E-12
214858_at	GPC1-AS1	-0.387661025	1.41E-13	1.56E-12
225927_at	MAP3K1	1.34296978	1.41E-13	1.57E-12
205245_at	PARD6A	-0.557493735	1.42E-13	1.57E-12
202855_s_at	SLC16A3	1.520968715	1.42E-13	1.57E-12
1555041_a_at	NAGA	0.763457997	1.43E-13	1.58E-12
220313_at	GPR88	-1.48695969	1.44E-13	1.59E-12
207050_at	CACNA2D1	-0.690543329	1.44E-13	1.59E-12
223196_s_at	SESN2	0.724643296	1.45E-13	1.60E-12
200662_s_at	TOMM20	-0.740627939	1.45E-13	1.61E-12
200922_at	KDELR1	1.054287663	1.45E-13	1.61E-12
234947_s_at	FAM204A	-0.984096587	1.46E-13	1.61E-12
1555230_a_at	KCNIP2	-1.192362435	1.46E-13	1.62E-12
1558102_at	HDGFL3	-1.005507973	1.47E-13	1.63E-12
222574_s_at	DHX40	1.037785031	1.47E-13	1.63E-12
202761_s_at	SYNE2	1.346346237	1.48E-13	1.63E-12
1555938_x_at	VIM	2.390580703	1.48E-13	1.63E-12
202944_at	NAGA	0.694538203	1.48E-13	1.64E-12
227868_at	LOC154761	1.178965265	1.48E-13	1.64E-12
212689_s_at	KDM3A	1.023860011	1.48E-13	1.64E-12
233380_s_at	RUFY1	0.519301136	1.49E-13	1.64E-12
219738_s_at	PCDH9	-1.573928587	1.49E-13	1.64E-12
219258_at	TIPIN	0.945338937	1.49E-13	1.64E-12
226322_at	TMTC1	-1.500060574	1.50E-13	1.65E-12
229370_at	INSIG1-DT	-0.527771434	1.50E-13	1.65E-12
232084_at	SGTB	-0.402498435	1.50E-13	1.66E-12
221663_x_at	HRH3	-0.388159867	1.51E-13	1.66E-12
204588_s_at	SLC7A7	0.998663756	1.51E-13	1.66E-12
209871_s_at	APBA2	-1.382516113	1.51E-13	1.66E-12
218146_at	GLT8D1	0.498700111	1.51E-13	1.67E-12
204072_s_at	FRY	-1.348280212	1.52E-13	1.67E-12
232125_at	ZBTB20	1.997858187	1.52E-13	1.67E-12
204842_x_at	PRKAR2A	0.641404239	1.52E-13	1.67E-12
232156_at	AP5M1	-0.897939307	1.52E-13	1.67E-12
226697_at	FAM114A1	1.056572737	1.53E-13	1.68E-12
229257_at	TNRC18	0.533716951	1.53E-13	1.69E-12
220703_at	IDI2-AS1	-0.828906932	1.53E-13	1.69E-12
239770_at	ESYT3	-0.591192487	1.55E-13	1.70E-12
200022_at	RPL18	0.721467157	1.56E-13	1.71E-12
212839_s_at	RO60	0.496583055	1.56E-13	1.72E-12
200956_s_at	SSRP1	0.83183826	1.57E-13	1.72E-12
220287_at	ADAMTS9	0.948180002	1.57E-13	1.72E-12
232500_at	RALGAPA2	0.882183493	1.57E-13	1.73E-12
218368_s_at	TNFRSF12A	1.329729509	1.57E-13	1.73E-12
230893_at	DNAJC21	-0.868438428	1.59E-13	1.74E-12
209449_at	LSM2	0.837587631	1.59E-13	1.74E-12
218850_s_at	LIMD1	0.739891711	1.60E-13	1.75E-12
208756_at	EIF3I	0.658744876	1.61E-13	1.76E-12
221727_at	SUB1	-1.076180508	1.61E-13	1.76E-12
221236_s_at	STMN4	-2.229214017	1.61E-13	1.77E-12
225009_at	CMTM4	-1.018676304	1.62E-13	1.77E-12
213203_at	SNAPC5	-0.575313461	1.62E-13	1.77E-12
220807_at	HBQ1	-0.784131819	1.62E-13	1.78E-12
225579_at	SLC66A3	1.390270259	1.63E-13	1.78E-12
224320_s_at	MCM8	1.32462467	1.63E-13	1.78E-12
215050_x_at	MAPKAPK2	0.396255643	1.63E-13	1.79E-12
227177_at	CORO2A	-0.57797225	1.63E-13	1.79E-12
1554757_a_at	INPP5A	-1.390634032	1.63E-13	1.79E-12
216149_at	LRRC37BP1	-0.536342477	1.64E-13	1.79E-12
232171_x_at	KLHDC4	0.544096132	1.65E-13	1.80E-12
209593_s_at	TOR1B	0.722180526	1.65E-13	1.81E-12
202369_s_at	TRAM2	1.020414926	1.65E-13	1.81E-12
206232_s_at	B4GALT6	-1.107540881	1.66E-13	1.81E-12
244593_at	HID1	-0.545348596	1.66E-13	1.82E-12
45687_at	PRR14	0.369436466	1.66E-13	1.82E-12
202611_s_at	MED14	1.230167304	1.67E-13	1.82E-12
224472_x_at	SDF4	0.696458007	1.67E-13	1.82E-12
224556_s_at	LHX6	-0.49340566	1.67E-13	1.83E-12
225493_at	CCNT1	0.682912164	1.67E-13	1.83E-12
224890_s_at	LAMTOR4	0.692153587	1.68E-13	1.84E-12
209782_s_at	DBP	-0.872590144	1.69E-13	1.85E-12
203857_s_at	PDIA5	1.224376512	1.69E-13	1.85E-12
242545_at	TTLL11	-0.513103114	1.70E-13	1.85E-12
233916_at	NYAP2	-0.436569593	1.70E-13	1.86E-12
235949_at	IFT56	0.849992514	1.71E-13	1.87E-12
218671_s_at	ATP5IF1	-0.668805547	1.71E-13	1.87E-12
206710_s_at	EPB41L3	-2.29488303	1.72E-13	1.88E-12
232392_at	SRSF3	0.99418964	1.74E-13	1.90E-12
224717_s_at	SMIM7	0.798033604	1.74E-13	1.90E-12
209784_s_at	JAG2	-0.562928781	1.74E-13	1.90E-12
222230_s_at	ACTR10	-0.772438593	1.75E-13	1.91E-12
40465_at	DDX23	0.681728752	1.76E-13	1.92E-12
230896_at	BEND4	-1.13630402	1.76E-13	1.92E-12
231131_at	FAM133A	-0.809824468	1.76E-13	1.92E-12
211152_s_at	HTRA2	0.403931385	1.77E-13	1.92E-12
201860_s_at	PLAT	1.741140654	1.77E-13	1.92E-12
202306_at	POLR2G	0.767872481	1.77E-13	1.93E-12
208899_x_at	ATP6V1D	-0.928093314	1.78E-13	1.94E-12
202135_s_at	ACTR1B	-0.567828033	1.78E-13	1.94E-12
205204_at	NMB	1.522873162	1.78E-13	1.94E-12
224621_at	MAPK1	-0.777409366	1.79E-13	1.95E-12
218436_at	SIL1	0.663625123	1.80E-13	1.95E-12
233368_s_at	DNAJC27	-0.389662605	1.80E-13	1.96E-12
212968_at	RFNG	0.550383419	1.80E-13	1.96E-12
202957_at	HCLS1	1.813397869	1.82E-13	1.98E-12
238360_s_at	LASP1NB	-1.23127984	1.83E-13	1.98E-12
231062_at	DOCK9-DT	-0.355781598	1.83E-13	1.99E-12
1553983_at	DTYMK	0.648175934	1.83E-13	1.99E-12
214714_at	ZNF394	0.456754927	1.84E-13	2.00E-12
204358_s_at	FLRT2	-1.134246157	1.85E-13	2.01E-12
203431_s_at	ARHGAP32	-1.285634168	1.86E-13	2.01E-12
235342_at	SPOCK3	-3.623997811	1.86E-13	2.02E-12
203430_at	HEBP2	0.942523628	1.87E-13	2.02E-12
202475_at	TMEM147	0.720993063	1.87E-13	2.02E-12
209275_s_at	CLN3	0.596146305	1.87E-13	2.02E-12
212138_at	PDS5A	0.771823404	1.87E-13	2.03E-12
224184_s_at	BOC	0.89853724	1.87E-13	2.03E-12
204370_at	CLP1	0.478854178	1.88E-13	2.04E-12
244353_s_at	SLC2A12	-0.733404267	1.90E-13	2.06E-12
229715_at	NCR3LG1	-1.003678283	1.91E-13	2.07E-12
229053_at	SYT17	-1.151918206	1.92E-13	2.08E-12
214596_at	CHRM3	-1.916749149	1.93E-13	2.09E-12
223262_s_at	FGFR1OP2	-0.462114397	1.94E-13	2.10E-12
227062_at	NEAT1	2.20831256	1.95E-13	2.11E-12
221737_at	GNA12	0.570762647	1.95E-13	2.11E-12
200599_s_at	HSP90B1	0.706865379	1.96E-13	2.13E-12
230991_at	LINC03026	-0.407006235	1.98E-13	2.14E-12
1562546_at	SEPTIN7P13	-0.457740242	1.98E-13	2.14E-12
236641_at	KIF14	1.801714606	1.98E-13	2.14E-12
226134_s_at	MSI2	1.199417195	1.99E-13	2.15E-12
202870_s_at	CDC20	1.707606524	1.99E-13	2.15E-12
227949_at	PHACTR3	-2.269316338	1.99E-13	2.15E-12
221520_s_at	CDCA8	0.648676368	1.99E-13	2.15E-12
200833_s_at	RAP1B	1.021996375	1.99E-13	2.15E-12
211846_s_at	NECTIN1	-0.40046437	2.00E-13	2.16E-12
209463_s_at	TAF12	0.804769435	2.01E-13	2.18E-12
214671_s_at	ABR	-1.087531211	2.02E-13	2.19E-12
214317_x_at	RPS9	0.462084813	2.04E-13	2.20E-12
201214_s_at	PPP1R7	-0.806948651	2.04E-13	2.20E-12
1556061_at	RPP30	-0.940538088	2.04E-13	2.20E-12
200020_at	TARDBP	0.612435616	2.05E-13	2.21E-12
201900_s_at	AKR1A1	0.620709795	2.05E-13	2.21E-12
202936_s_at	SOX9	1.229427403	2.05E-13	2.21E-12
212635_at	TNPO1	0.821322484	2.05E-13	2.21E-12
201641_at	BST2	1.613849968	2.06E-13	2.22E-12
228329_at	DAB1	-1.425323734	2.06E-13	2.22E-12
1053_at	RFC2	0.949734625	2.09E-13	2.25E-12
218640_s_at	PLEKHF2	1.122169558	2.10E-13	2.27E-12
222757_s_at	MAP3K20	0.602327988	2.11E-13	2.27E-12
222590_s_at	NLK	-1.11538801	2.11E-13	2.27E-12
1562443_at	CLVS2	-0.338963452	2.11E-13	2.27E-12
204879_at	PDPN	1.902896479	2.12E-13	2.28E-12
244370_at	NEXMIF	-2.625133522	2.12E-13	2.28E-12
224959_at	SLC26A2	1.555549255	2.14E-13	2.30E-12
225526_at	MKLN1	0.821200895	2.14E-13	2.30E-12
227198_at	AFF3	-1.823813052	2.14E-13	2.30E-12
212602_at	WDFY3	-0.617265033	2.14E-13	2.31E-12
241902_at	MKX	-0.524269071	2.15E-13	2.31E-12
223041_at	CD99L2	-0.708999719	2.15E-13	2.31E-12
227838_at	UNC5C	-1.441786847	2.17E-13	2.33E-12
242697_at	ZNF540	-0.365236679	2.18E-13	2.34E-12
202422_s_at	ACSL4	-1.11506372	2.18E-13	2.34E-12
204662_at	CCP110	-1.143372857	2.18E-13	2.34E-12
213709_at	GPRASP3	-1.065505377	2.19E-13	2.35E-12
233329_s_at	KRCC1	0.937942881	2.19E-13	2.35E-12
213310_at	AGO2	0.937340841	2.20E-13	2.36E-12
226490_at	NHSL1	1.133637258	2.23E-13	2.39E-12
213791_at	PENK	-1.023924869	2.24E-13	2.40E-12
223279_s_at	UACA	1.396979034	2.24E-13	2.40E-12
203569_s_at	OFD1	0.760506974	2.24E-13	2.41E-12
201743_at	CD14	2.142861931	2.26E-13	2.42E-12
211423_s_at	SC5D	-0.950899945	2.26E-13	2.43E-12
203593_at	CD2AP	1.0192114	2.26E-13	2.43E-12
205539_at	AVIL	1.295850227	2.27E-13	2.43E-12
206434_at	SPOCK3	-2.254663382	2.27E-13	2.43E-12
208866_at	CSNK1A1	0.985080504	2.27E-13	2.43E-12
242253_at	PPP5D1P	-0.807203827	2.28E-13	2.44E-12
211366_x_at	CASP1	0.9714479	2.30E-13	2.46E-12
219988_s_at	RNF220	-0.597361132	2.30E-13	2.46E-12
1552914_a_at	CD276	0.840841588	2.33E-13	2.49E-12
206373_at	ZIC1	1.928641511	2.33E-13	2.50E-12
238616_at	QDPR	-0.608633657	2.34E-13	2.51E-12
211623_s_at	FBL	0.832691215	2.35E-13	2.52E-12
223960_s_at	CDIP1	-1.065931375	2.36E-13	2.53E-12
218916_at	ZNF768	0.493420605	2.36E-13	2.53E-12
225845_at	ZBTB44	-0.889513161	2.37E-13	2.53E-12
231852_at	ERI1	1.121788631	2.38E-13	2.54E-12
243481_at	RHOJ	1.149600993	2.38E-13	2.54E-12
230212_at	SPRY1	0.980264071	2.38E-13	2.54E-12
244076_at	NEXMIF	-1.247115558	2.39E-13	2.55E-12
221279_at	GDAP1	-1.060794438	2.39E-13	2.55E-12
202945_at	FPGS	0.477268683	2.40E-13	2.57E-12
225671_at	SPNS2	-0.882506666	2.42E-13	2.58E-12
202284_s_at	CDKN1A	1.293579113	2.42E-13	2.58E-12
238635_at	TMEM267	1.090595682	2.42E-13	2.58E-12
226527_at	RPRD2	-0.579950817	2.43E-13	2.59E-12
205596_s_at	SMURF2	0.984234237	2.44E-13	2.60E-12
228762_at	LFNG	1.528302936	2.45E-13	2.61E-12
223077_at	TMOD3	1.023222517	2.46E-13	2.62E-12
209621_s_at	PDLIM3	1.571210943	2.46E-13	2.62E-12
242835_s_at	MAP4K3-DT	-0.40836378	2.47E-13	2.63E-12
200934_at	DEK	0.982980295	2.47E-13	2.63E-12
213693_s_at	MUC1	0.726820679	2.47E-13	2.63E-12
1559163_at	INHBA-AS1	-0.719200825	2.48E-13	2.64E-12
219457_s_at	RIN3	0.698458549	2.48E-13	2.64E-12
216651_s_at	GAD2	-0.395409729	2.49E-13	2.64E-12
217965_s_at	SAP30BP	0.824061553	2.49E-13	2.64E-12
209302_at	POLR2H	0.676371299	2.49E-13	2.65E-12
219478_at	WFDC1	-0.999323533	2.50E-13	2.66E-12
230730_at	SGCD	-0.828601068	2.51E-13	2.67E-12
229082_at	CCDC125	0.598980296	2.51E-13	2.67E-12
228765_at	GTF2IRD2	1.080604329	2.52E-13	2.67E-12
237434_x_at	MSANTD1	-0.376517831	2.52E-13	2.68E-12
236538_at	GRIA2	-2.644134441	2.53E-13	2.69E-12
225869_s_at	UNC93B1	0.928974607	2.53E-13	2.69E-12
226093_at	DCP1B	0.677255467	2.54E-13	2.70E-12
218244_at	NOL8	0.733987037	2.55E-13	2.71E-12
206065_s_at	DPYS	-0.469462214	2.55E-13	2.71E-12
224894_at	YAP1	1.492610381	2.56E-13	2.72E-12
232527_at	PSMD6-AS2	0.67934289	2.56E-13	2.72E-12
201853_s_at	CDC25B	1.09185986	2.56E-13	2.72E-12
212004_at	SZRD1	0.359444033	2.57E-13	2.72E-12
229027_at	PPM1A	-0.977221873	2.57E-13	2.73E-12
203194_s_at	NUP98	0.71225056	2.58E-13	2.74E-12
200072_s_at	HNRNPM	0.779694981	2.59E-13	2.74E-12
238143_at	LYPD8	-0.427721264	2.59E-13	2.75E-12
205362_s_at	PFDN4	-0.555999507	2.59E-13	2.75E-12
202943_s_at	NAGA	0.695171114	2.63E-13	2.79E-12
1560185_at	LOC105376360	-0.333753951	2.64E-13	2.80E-12
220676_at	ADAMTS8	-0.500427638	2.65E-13	2.80E-12
212117_at	RHOQ	0.81107437	2.67E-13	2.82E-12
224864_at	SRA1	0.627787137	2.67E-13	2.82E-12
214710_s_at	CCNB1	1.754841993	2.69E-13	2.85E-12
222751_at	HERPUD2	0.684348018	2.70E-13	2.85E-12
206580_s_at	EFEMP2	0.9341596	2.71E-13	2.87E-12
204269_at	PIM2	-0.309932692	2.72E-13	2.87E-12
233110_s_at	BCL2L12	0.546226557	2.73E-13	2.88E-12
